evaluations,coverageProp
10,0.07407407407407407
20,0.1388888888888889
30,0.16666666666666666
40,0.25925925925925924
50,0.2962962962962963
60,0.3333333333333333
70,0.3611111111111111
80,0.37962962962962965
90,0.4074074074074074
100,0.4351851851851852
110,0.4444444444444444
120,0.4444444444444444
130,0.4537037037037037
140,0.4537037037037037
150,0.4722222222222222
160,0.4722222222222222
170,0.48148148148148145
180,0.48148148148148145
190,0.48148148148148145
200,0.5
