NAME,TESTTAG,T1_TIME_MIDPOINT_MEAN,T2_TIME_LENGTH_MEAN,T3_TIME_MIDPOINT_VAR,P1_PARAMETER_MEAN,P2_PARAMETER_VARIANCE,O0_TOTAL_COUNT,O1_FUZZRANGE_COUNT,O2_DELAY_COUNT,O3_DELETION_COUNT,METRIC_Q
Test_176_20_06_2023_17_47_19,0,0.25374866327535506,0.1975293345123213,0.0,0.2553102473715565,0.0,1.0,1.0,0.0,0.0,0.6545454545454545
Test_177_20_06_2023_17_47_19,0,0.9210825108459216,0.12887534446970506,0.0,0.5010482856232644,0.0,1.0,1.0,0.0,0.0,0.35909090909090907
Test_178_20_06_2023_17_47_19,0,0.5545995914760194,0.18759777062846505,0.0,0.20056636682100198,0.0,1.0,1.0,0.0,0.0,0.36363636363636365
Test_179_20_06_2023_17_47_19,0,0.4815758697710896,0.04008228226381488,0.10876498299482235,0.08693691607263597,0.0029779122030426488,2.0,2.0,0.0,0.0,0.36818181818181817
Test_180_20_06_2023_17_47_19,0,0.6281891217617489,0.3913447498606146,0.0,0.0738293114814567,0.0,1.0,1.0,0.0,0.0,0.37272727272727274
Test_181_20_06_2023_18_02_50,0,0.8624586068251361,0.035865474133091046,0.0,0.13328144220480653,0.0,1.0,1.0,0.0,0.0,0.37727272727272726
Test_182_20_06_2023_18_02_50,0,0.9610824737124465,4.389814140637327E-5,0.0,0.12258673792960233,0.0,1.0,1.0,0.0,0.0,0.38181818181818183
Test_183_20_06_2023_18_02_50,0,0.9888275042961441,6.776314107214132E-4,0.0,0.6398355300771595,0.0,1.0,1.0,0.0,0.0,0.38636363636363635
Test_184_20_06_2023_18_02_50,0,0.46336510249974117,0.500296147574212,0.19138698776719085,0.4244654104903793,0.09196268916603033,2.0,2.0,0.0,0.0,0.39090909090909093
Test_185_20_06_2023_18_02_50,0,0.2922840313662316,0.30547025413396695,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.8409090909090909
Test_186_20_06_2023_18_02_50,0,0.8624586068251361,0.035865474133091046,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.6590909090909091
Test_187_20_06_2023_18_02_50,1,0.5498365640367693,0.030481961491157894,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.6636363636363637
Test_188_20_06_2023_18_02_50,0,0.5042272004314734,0.48190493993170924,0.0,0.12158876488463848,0.0,1.0,1.0,0.0,0.0,0.39545454545454545
Test_189_20_06_2023_18_02_50,0,0.5130076141810698,0.006688079310572692,0.0,0.4333370056524455,0.0,1.0,1.0,0.0,0.0,0.4
Test_190_20_06_2023_18_02_50,0,0.5946698660437065,0.4152749725168843,0.15847309028524625,0.026938994418827755,6.44110262576327E-4,2.0,2.0,0.0,0.0,0.9818181818181818
Test_191_20_06_2023_18_18_33,0,0.8081880910548997,0.044395223680657625,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.5727272727272728
Test_192_20_06_2023_18_18_33,0,0.6911540959695347,0.26207464487027754,0.0,0.15867381040895437,0.0,1.0,1.0,0.0,0.0,0.7
Test_193_20_06_2023_18_18_33,0,0.7550263115197173,0.36416489315100653,0.0,0.3649851042172421,0.0,1.0,1.0,0.0,0.0,0.6681818181818182
Test_194_20_06_2023_18_18_33,0,0.8989356538233859,0.12873979375998723,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.7045454545454546
Test_195_20_06_2023_18_18_33,0,0.8164872595732183,0.225781261050632,0.0,0.558953658295999,0.0,1.0,1.0,0.0,0.0,0.7090909090909091
Test_196_20_06_2023_18_18_33,0,0.7891165474194601,0.02545404596160794,0.0,0.3084473184237807,0.0,1.0,1.0,0.0,0.0,0.40454545454545454
Test_197_20_06_2023_18_18_33,0,0.29074962887888695,0.11044795783630501,0.0,0.32879548291335375,0.0,1.0,1.0,0.0,0.0,0.8454545454545455
Test_198_20_06_2023_18_18_33,0,0.16872079712158483,0.3202109329364151,0.0,0.0011684855044355458,0.0,1.0,1.0,0.0,0.0,0.85
Test_199_20_06_2023_18_18_33,0,0.8500547059132489,0.05012469389834906,0.03055965085322432,0.03461605893159145,3.1337011363055314E-4,2.0,2.0,0.0,0.0,0.7136363636363636
Test_200_20_06_2023_18_18_33,0,0.6723281300343273,0.3256084773129877,0.0,0.014719666618919491,0.0,1.0,1.0,0.0,0.0,0.4090909090909091
Test_201_20_06_2023_18_34_24,1,0.3015119176764933,0.20312122805288846,0.0,0.2922217837768825,0.0,1.0,1.0,0.0,0.0,0.8772727272727273
Test_202_20_06_2023_18_34_24,1,0.9610824737124465,4.389814140637327E-5,0.0,0.12258673792960233,0.0,1.0,1.0,0.0,0.0,0.41363636363636364
Test_203_20_06_2023_18_34_24,0,0.6984474916736492,0.06098112635275332,0.0,0.01330126485758763,0.0,1.0,1.0,0.0,0.0,0.41818181818181815
Test_204_20_06_2023_18_34_24,0,0.7690468017397609,0.019982976349507964,0.0504482533202637,0.583833679284775,0.06867301476945384,2.0,2.0,0.0,0.0,0.42272727272727273
Test_205_20_06_2023_18_34_24,0,0.372399861662832,0.23213229597679952,0.0,0.3575196842349282,0.0,1.0,1.0,0.0,0.0,0.7863636363636364
Test_206_20_06_2023_18_34_24,0,0.534667340820043,0.1357248208576851,0.0,0.43365005524969147,0.0,1.0,1.0,0.0,0.0,0.42727272727272725
